Año,Clave_Ent,Entidad,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
2026,29,Tlaxcala,El patrimonio,Robo,Robo de vehículo automotor - Embarcaciones,Sin violencia,0,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,Robo de autopartes,Con violencia,0,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,Robo de autopartes,Sin violencia,0,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,Robo a transportista,Con violencia,4,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,Robo a transportista,Sin violencia,0,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,3,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,0,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,0,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,Robo en transporte público individual,Con violencia,0,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,0,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,0,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,0,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,Robo en transporte individual,Con violencia,0,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,Robo a negocio,Con violencia,2,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,Robo a negocio,Sin violencia,10,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,Robo de ganado,Con violencia,0,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,Robo de ganado,Sin violencia,2,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agrícola,Con violencia,0,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agrícola,Sin violencia,2,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Con violencia,0,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Sin violencia,0,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",Con violencia,0,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",Sin violencia,0,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,Otros robos,Con violencia,0,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Robo,Otros robos,Sin violencia,4,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Fraude,Fraude,Fraude,2,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,0,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Extorsión,Extorsión presencial,Extorsión presencial,0,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Extorsión,Tentativa de extorsión presencial,Tentativa de extorsión presencial,0,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Extorsión,Extorsión por otros medios,Extorsión por otros medios,0,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Extorsión,Tentativa de extorsión por otros medios,Tentativa de extorsión por otros medios,0,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,2,,,,,,,,,,,
2026,29,Tlaxcala,El patrimonio,Despojo,Despojo,Despojo,2,,,,,,,,,,,
2026,29,Tlaxcala,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,0,,,,,,,,,,,
2026,29,Tlaxcala,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,,,,,,,,,,,
2026,29,Tlaxcala,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,1,,,,,,,,,,,
2026,29,Tlaxcala,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,4,,,,,,,,,,,
2026,29,Tlaxcala,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,0,,,,,,,,,,,
2026,29,Tlaxcala,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,0,,,,,,,,,,,
2026,29,Tlaxcala,La sociedad,Trata de personas,Trata de personas con fines de explotación sexual,Trata de personas con fines de explotación sexual,0,,,,,,,,,,,
2026,29,Tlaxcala,La sociedad,Trata de personas,Trata de personas con fines de trabajo o servicios forzados,Trata de personas con fines de trabajo o servicios forzados,0,,,,,,,,,,,
2026,29,Tlaxcala,La sociedad,Trata de personas,Trata de personas con fines de tráfico de órganos,Trata de personas con fines de tráfico de órganos,0,,,,,,,,,,,
2026,29,Tlaxcala,La sociedad,Trata de personas,Trata de personas con otros fines,Trata de personas con otros fines,0,,,,,,,,,,,
2026,29,Tlaxcala,La sociedad,Pornografía infantil,Pornografía infantil,Pornografía infantil,0,,,,,,,,,,,
2026,29,Tlaxcala,La sociedad,Discriminación,Discriminación,Discriminación,0,,,,,,,,,,,
2026,29,Tlaxcala,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo posesión simple,Narcomenudeo posesión simple,13,,,,,,,,,,,
2026,29,Tlaxcala,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,7,,,,,,,,,,,
2026,29,Tlaxcala,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo con fines de venta,Narcomenudeo con fines de venta,0,,,,,,,,,,,
2026,29,Tlaxcala,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,1,,,,,,,,,,,
2026,29,Tlaxcala,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,4,,,,,,,,,,,
2026,29,Tlaxcala,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,,,,,,,,,,,
2026,29,Tlaxcala,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,0,,,,,,,,,,,
2026,29,Tlaxcala,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,1,,,,,,,,,,,
2026,29,Tlaxcala,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,0,,,,,,,,,,,
2026,29,Tlaxcala,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,0,,,,,,,,,,,
2026,29,Tlaxcala,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,0,,,,,,,,,,,
2026,29,Tlaxcala,Otros bienes jurídicos afectados (del fuero común),Delitos contra la administración de justicia,Delitos contra la administración de justicia,Delitos contra la administración de justicia,0,,,,,,,,,,,
2026,29,Tlaxcala,Otros bienes jurídicos afectados (del fuero común),Suplantación y usurpación de identidad,Suplantación y usurpación de identidad,Suplantación y usurpación de identidad,0,,,,,,,,,,,
2026,29,Tlaxcala,Otros bienes jurídicos afectados (del fuero común),Tortura,Tortura,Tortura,0,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,7,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,50,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,11,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Homicidio,Tentativa de homicidio doloso,Tentativa de homicidio doloso,2,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,1,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,4,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,88,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,11,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,61,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,43,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,357,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,2,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,3,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,60,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,117,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,2,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,1,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Feminicidio,Tentativa de feminicidio,Tentativa de feminicidio,1,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Aborto,Aborto,Aborto,1,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,14,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,Libertad personal,Secuestro,Secuestro extorsivo,Secuestro extorsivo,3,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,Libertad personal,Secuestro,Secuestro con calidad de rehén,Secuestro con calidad de rehén,0,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,Libertad personal,Secuestro,Secuestro para causar daño,Secuestro para causar daño,0,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,Libertad personal,Secuestro,Secuestro exprés,Secuestro exprés,0,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,Libertad personal,Rapto,Rapto,Rapto,0,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,Libertad personal,Privación ilegal de la libertad,Privación ilegal de la libertad,Privación ilegal de la libertad,32,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,Libertad personal,Retención o sustracción de menores e incapaces,Retención o sustracción de menores e incapaces,Retención o sustracción de menores e incapaces,93,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,66,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,111,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,36,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,6,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La libertad y la seguridad sexual,Violación,Violación simple,Violación simple,39,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La libertad y la seguridad sexual,Violación,Violación equiparada,Violación equiparada,2,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,La libertad y la seguridad sexual,Violación a la intimidad sexual,Violación a la intimidad sexual,Violación a la intimidad sexual,28,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,110,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo a casa habitación,Con violencia,21,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo a casa habitación,Sin violencia,126,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de vehículo automotor - Coche de 4 ruedas,Con violencia,68,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de vehículo automotor - Coche de 4 ruedas,Sin violencia,170,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Con violencia,22,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Sin violencia,213,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de vehículo automotor - Embarcaciones,Con violencia,0,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de vehículo automotor - Embarcaciones,Sin violencia,2,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de autopartes,Con violencia,0,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de autopartes,Sin violencia,10,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo a transportista,Con violencia,8,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo a transportista,Sin violencia,1,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,69,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,33,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,9,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,11,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo en transporte público individual,Con violencia,2,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,4,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,0,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,1,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo en transporte individual,Con violencia,4,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo en transporte individual,Sin violencia,1,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo a negocio,Con violencia,205,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo a negocio,Sin violencia,178,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de ganado,Con violencia,2,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de ganado,Sin violencia,23,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agrícola,Con violencia,0,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agrícola,Sin violencia,1,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Con violencia,0,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Sin violencia,0,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",Con violencia,0,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",Sin violencia,1,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Otros robos,Con violencia,41,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Otros robos,Sin violencia,208,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Fraude,Fraude,Fraude,270,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,64,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Extorsión,Extorsión presencial,Extorsión presencial,14,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Extorsión,Tentativa de extorsión presencial,Tentativa de extorsión presencial,3,,,,,,,,,,,
2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Extorsión,Extorsión por otros medios,Extorsión por otros medios,15,,,,,,,,,,,
